F,full_text,in_reply_to_screen_name,id_str,username,clean_text,"Labeling          (1: Negatif,                2: Netral,                   3: Positif)",Column 8
16-09-2024,@Capitalisborju @Fajar_ABhi @mchldrnd @PartaiSocmed katanya tau bola bang? Naturalisasi yg dulu adalah yg paling bawah tdk punya darah indo banyak syarat yg harus dipenuhi jadi lama proses nya. Naturalisasi skr punya darah indonesia di nadi mereka entah dari ortu atau kakek nenek mereka. Syarat ga ribet.,Capitalisborju,1835503948947661247,5yuthegreat,katanya tau bola bang Naturalisasi yg dulu adalah yg paling bawah tdk punya darah indo banyak syarat yg harus dipenuhi jadi lama proses nya Naturalisasi skr punya darah indonesia di nadi mereka entah dari ortu atau kakek nenek mereka Syarat ga ribet,2,
16-09-2024,@ryuzakikudo1 @0xprtma @FahmiAgustian Wkwkwkwk @ryuzakikudo1 ini jarang nonton bola rupanya. Perancis dan Maroko itu isinya pemain naturalisasi/diaspora. Mereka itu msh pny darah Indonesia. CR7 dinaturalisasi? Kan gak pny darah Indonesia ya gak bs dinaturalisasi. Logika anda kacau .,ryuzakikudo1,1835500649662067136,HerumawanPA,Wkwkwkwk  ini jarang nonton bola rupanya Perancis dan Maroko itu isinya pemain naturalisasidiaspora Mereka itu msh pny darah Indonesia CR dinaturalisasi Kan gak pny darah Indonesia ya gak bs dinaturalisasi Logika anda kacau,1,
16-09-2024,@FahmiAgustian Wkwkwkwk Anda yg gak ikutin perkembangan sepak bola Indonesia. Ya jelas smua suporter ingin timnya menang @FahmiAgustian . Klo kalah Anda jg bakal ngejek . Udah ketebak. Naturalisasi udah lama ada. Jauh sebelum RG muncul. Pembinaan udah ada itu EPA dan Turnamen Soeratin.,FahmiAgustian,1835498884107501831,HerumawanPA,Wkwkwkwk Anda yg gak ikutin perkembangan sepak bola Indonesia Ya jelas smua suporter ingin timnya menang   Klo kalah Anda jg bakal ngejek  Udah ketebak Naturalisasi udah lama ada Jauh sebelum RG muncul Pembinaan udah ada itu EPA dan Turnamen Soeratin,2,
16-09-2024,Sebelum anda berkomentar soal naturalisasi timnas pastikan anda tahu betul apa yang terjadi pada sepak bola Indonesia 20 tahun terakhir sebelum era ET.,,1835497819840655806,ariferdi,Sebelum anda berkomentar soal naturalisasi timnas pastikan anda tahu betul apa yang terjadi pada sepak bola Indonesia  tahun terakhir sebelum era ET,2,
16-09-2024,@0xprtma @FahmiAgustian Naturalisasi biasa dalam sepak bola. Tapi kalo 1 tim isinya pemain naturalisasi itu luar biasa baru indonesia keknya yg bisa. Btw kenapa harus belanda?indonesia pernah dijajah portugis kan?coba aja bang dodo cr7 dinaturalisasi,0xprtma,1835496227393417375,ryuzakikudo1,Naturalisasi biasa dalam sepak bola Tapi kalo  tim isinya pemain naturalisasi itu luar biasa baru indonesia keknya yg bisa Btw kenapa harus belandaindonesia pernah dijajah portugis kancoba aja bang dodo cr dinaturalisasi,1,
16-09-2024,@pureblood_4ever Hilih standar ganda timnas bola naturalisasi menggagalkan pembibitan timnas dokter naturalisasi untuk meningkatkan kualitas dan daya saing dokter indonesia .,pureblood_4ever,1835496115686576172,ieuadit,Hilih standar ganda timnas bola naturalisasi menggagalkan pembibitan timnas dokter naturalisasi untuk meningkatkan kualitas dan daya saing dokter indonesia,1,
16-09-2024,@twjt_af @kegblgnunfaedh mau gimana lagi 19th itu nggak sebentar bro sebelum pelatih sty pake pemain lokal kagak ada impact sama sekali mentok AFF. pointmu naturalisasi usia muda itu salah besar justru pemain Indonesia usia muda malah ngobrak ngabrik bola dunia tapi gedenya under perform semua,twjt_af,1835489087240982795,OkeIrul,mau gimana lagi th itu nggak sebentar bro sebelum pelatih sty pake pemain lokal kagak ada impact sama sekali mentok AFF pointmu naturalisasi usia muda itu salah besar justru pemain Indonesia usia muda malah ngobrak ngabrik bola dunia tapi gedenya under perform semua,1,
16-09-2024,Lah? Mereka yg disebut naturalisasi itu karena proses perpindahan kewarganegaraan dari belanda jd indonesia mereka keturunan dan punya darah indonesia lagian secara uu jg diperbolehkan dan banyak negara dg sepak bola maju jg menerapkan yg sama,,1835486504984224047,choco_candy17,Lah Mereka yg disebut naturalisasi itu karena proses perpindahan kewarganegaraan dari belanda jd indonesia mereka keturunan dan punya darah indonesia lagian secara uu jg diperbolehkan dan banyak negara dg sepak bola maju jg menerapkan yg sama,3,
16-09-2024,Cara instan yg ga bikin maju berarti ada yg salah dengan cara mendidik pemain sepak bola Indonesia. Kenapa harus naturalisasi? Ya dari segi abcd kureng sehingga sehinggul,,1835485811648901188,zicolrnz,Cara instan yg ga bikin maju berarti ada yg salah dengan cara mendidik pemain sepak bola Indonesia Kenapa harus naturalisasi Ya dari segi abcd kureng sehingga sehinggul,2,
16-09-2024,@AdiX404 @kopisegercoy_ @Kananmasuksurga @FahmiAgustian Ya iya lah di sepak bola Indonesia rakyatnya minta prestasi lu mau nunggu 10-15 tahun lagi jg belum tentu panen dari hasil liga sendiri... naturalisasi dlm sepakbola wajar sudah ada rules yg diatur FIFA,AdiX404,1835477376131821890,HooliganRED1,Ya iya lah di sepak bola Indonesia rakyatnya minta prestasi lu mau nunggu  tahun lagi jg belum tentu panen dari hasil liga sendiri naturalisasi dlm sepakbola wajar sudah ada rules yg diatur FIFA,3,
16-09-2024,@FahmiAgustian Pemain naturalisasi di samain sama kebiasaan Jokowi meminjam dari luar negeri aja udah jelas ngawur ibarat lu nikah sama orang inggris terus anak mu jago main bola pengen bela Indonesia byk yg di korbanin tiba2 anak lu disamain sama utang Jokowi,FahmiAgustian,1835473749199720925,LutviAdi,Pemain naturalisasi di samain sama kebiasaan Jokowi meminjam dari luar negeri aja udah jelas ngawur ibarat lu nikah sama orang inggris terus anak mu jago main bola pengen bela Indonesia byk yg di korbanin tiba anak lu disamain sama utang Jokowi,2,
16-09-2024,@0xprtma @FahmiAgustian Poinnya bukan itu lebih ke pengembangan sepakbola dalam negeri dengan menyeluruh. Karena naturalisasi pejabat merasa berjasa meningkatkan kualitas bola Indonesia tapi di sisi lain malah masyarakat ngehina-hina liga dalam negeri yang kacau balau karena ga diurus dengan benar,0xprtma,1835470011647074786,fdlhrmdhn,Poinnya bukan itu lebih ke pengembangan sepakbola dalam negeri dengan menyeluruh Karena naturalisasi pejabat merasa berjasa meningkatkan kualitas bola Indonesia tapi di sisi lain malah masyarakat ngehinahina liga dalam negeri yang kacau balau karena ga diurus dengan benar,2,
16-09-2024,@FahmiAgustian kalo mau menyebut patriotisme coba bayangkan betapa besarnya kebanggaan fans bola kita ketika kita bisa membuat pemain pemain yg kata RG itu pemain pinjaman' bisa menyanyikan Indonesia Raya dengan fasih. Naturalisasi justru penyebarluasan patriotisme!,suraoriginal,1835469798064746828,suraoriginal,kalo mau menyebut patriotisme coba bayangkan betapa besarnya kebanggaan fans bola kita ketika kita bisa membuat pemain pemain yg kata RG itu pemain pinjaman bisa menyanyikan Indonesia Raya dengan fasih Naturalisasi justru penyebarluasan patriotisme,3,
16-09-2024,@apasihbim @rezacaco @kegblgnunfaedh sehingga ini menjadi blue print untuk para penerusnya ketika pak Erik tohir sdh tidak menjabat. sampai kapan naturalisasi berkahir sampai indonesia menjadi industri sepak bola yg besar.,sis1624866,1835468640944271568,sis1624866,sehingga ini menjadi blue print untuk para penerusnya ketika pak Erik tohir sdh tidak menjabat sampai kapan naturalisasi berkahir sampai indonesia menjadi industri sepak bola yg besar,3,
16-09-2024,@_BangFu Waktu Timnas naturalisasi Dutra Osas Bio Pauline Greg Igbonefo Beto yang jelas2 ga ada darah Indonesia sama sekali ente kemana bang?,_BangFu,1835829595612057826,VelmantDortoa,Waktu Timnas naturalisasi Dutra Osas Bio Pauline Greg Igbonefo Beto yang jelas ga ada darah Indonesia sama sekali ente kemana bang,2,
16-09-2024,@wepe20_ Keritik P$$I wajib kritik pembinaan harus. Tapi kalo lu benturin ke pemain diaspora atau pemain keturunan yg di naturalisasi ini namanya lu rasis! Timnas itu isinya harus pemain terbaik kalo ada pemain darah Indonesia yg mau main buat timnas ya bagus lah. Itu yang kita dukung,wepe20_,1835827503254126947,gakdisangka_,Keritik PI wajib kritik pembinaan harus Tapi kalo lu benturin ke pemain diaspora atau pemain keturunan yg di naturalisasi ini namanya lu rasis Timnas itu isinya harus pemain terbaik kalo ada pemain darah Indonesia yg mau main buat timnas ya bagus lah Itu yang kita dukung,2,
16-09-2024,Orang yg ngeributin timnas itu kalo ga cuma pansos ya cari proyek. Kalo bicara darah indonesi Terus lo kemana jaman lim suiking alan budikusuma? Mereka semua bukan asli darah Indonesia tapi mereka punya hak untuk membela Indonesia #PSSI #Timnasday #TimnasIndonesia #naturalisasi,,1835820448992632913,lott_jacob67471,Orang yg ngeributin timnas itu kalo ga cuma pansos ya cari proyek Kalo bicara darah indonesi Terus lo kemana jaman lim suiking alan budikusuma Mereka semua bukan asli darah Indonesia tapi mereka punya hak untuk membela Indonesia PSSI Timnasday TimnasIndonesia naturalisasi,1,
16-09-2024,@UpdateBolabola Fakta! sampai 50thn kedepan kl tidak mengandalkan pemain naturalisasi Indonesia ngga bakal menang lawan Timnas Thailand.,UpdateBolabola,1835599112538042690,ronaldwj14,Fakta sampai thn kedepan kl tidak mengandalkan pemain naturalisasi Indonesia ngga bakal menang lawan Timnas Thailand,2,
16-09-2024,@edamamine_ @KamisamaBuzz @unmagnetism Ya syarat utk jd WNI tanpa garis keturunan memang hrs menetap di Indonesia 10 thn dan menikah dngn wrg sini.. Klo pemain timnas skrg itu Diaspora bkn Naturalisasi krn mereka punya garis darah Indonesia dri keluarganya..,edamamine_,1835592496035856602,Rohmatinternis1,Ya syarat utk jd WNI tanpa garis keturunan memang hrs menetap di Indonesia  thn dan menikah dngn wrg sini Klo pemain timnas skrg itu Diaspora bkn Naturalisasi krn mereka punya garis darah Indonesia dri keluarganya,2,
16-09-2024,@MbulGendhut @direktoridosen Timnas Putri Indonesia. Pakai pelatih dari Jepang. Pakai beberapa pemain naturalisasi. Belum ada kompetisi liga. Naik kelas dari rank 107 ke 104 FIFA. https://t.co/PtMeFAgXD9,Budi_2232,1835591356938645712,Budi_2232,Timnas Putri Indonesia Pakai pelatih dari Jepang Pakai beberapa pemain naturalisasi Belum ada kompetisi liga Naik kelas dari rank  ke  FIFA,2,
16-09-2024,@SSMHapsari13 @indosupporter Kaga ada yang ngarep hasil instan bro cuma berharap ada actionnya semassive naturalisasi. Gue pun coba positive thinking sambil nyari info soal pembinaan usia dini masalahnya sepi. Wajar dong kalo banyak yg khawatir gimana sepakbola Indonesia khususnya timnas kedepannya?,SSMHapsari13,1835589338064986352,Syiva_AWd,Kaga ada yang ngarep hasil instan bro cuma berharap ada actionnya semassive naturalisasi Gue pun coba positive thinking sambil nyari info soal pembinaan usia dini masalahnya sepi Wajar dong kalo banyak yg khawatir gimana sepakbola Indonesia khususnya timnas kedepannya,3,
16-09-2024,@reuspector @panditfootball Klw aku sih yes..skrg dgn adanya naturalisasi rank nya naik Timnas Indonesia diperhitungkan ga kayam dulu sebelum adanya naturalisasi timnas Indonesia itu disepelekan mau main di level asean aja panas dingin duluan,mashalievre,1835585196206538933,NeniIrsan,Klw aku sih yesskrg dgn adanya naturalisasi rank nya naik Timnas Indonesia diperhitungkan ga kayam dulu sebelum adanya naturalisasi timnas Indonesia itu disepelekan mau main di level asean aja panas dingin duluan,3,
16-09-2024,Jauh bgt ke timnas yg dikiritik padahal kerucutnya dari liga 1 indonesia yg butut. Kenapa si rocki ga bahas titik masalahnya aja kenapa pemain lokal kebanyakan kaga bisa bersaing sama pemain naturalisasi lol udah ah si rocki juga malesin bgt bahas timnas pas timnas lagi fokus+,,1835584696555901351,meeshiglres,Jauh bgt ke timnas yg dikiritik padahal kerucutnya dari liga  indonesia yg butut Kenapa si rocki ga bahas titik masalahnya aja kenapa pemain lokal kebanyakan kaga bisa bersaing sama pemain naturalisasi lol udah ah si rocki juga malesin bgt bahas timnas pas timnas lagi fokus,1,
16-09-2024,@Marscyx @UpdateBolabola Berarti naturalisasi penting.. Fakta.! Kalau pemain lokal pret kualitas nya jelek maka nya butuh naturalisasi. Kalau di tanya sampai kapan? Ya selama nya selama ada darah Indonesia mereka berHAK membela timnas Indonesia.,Marscyx,1835582115460809046,ndarusipit28,Berarti naturalisasi penting Fakta Kalau pemain lokal pret kualitas nya jelek maka nya butuh naturalisasi Kalau di tanya sampai kapan Ya selama nya selama ada darah Indonesia mereka berHAK membela timnas Indonesia,3,
16-09-2024,@pureblood_4ever selagi FIFA gak ngelarang ya sah sah aja dan gak melanggar aturan timnas indonesia mau mix pemain naturalisasi dan lokal. gak usah dibuat ribet deh harusnya hal beginian kocak bgt,xxxnotyourmine,1835581916999045386,xxxnotyourmine,selagi FIFA gak ngelarang ya sah sah aja dan gak melanggar aturan timnas indonesia mau mix pemain naturalisasi dan lokal gak usah dibuat ribet deh harusnya hal beginian kocak bgt,3,
16-09-2024,@MbulGendhut @direktoridosen Fungsi pemain naturalisasi: Segera jadi juara Asia sehingga menaikkan ambisi &amp; skill pesepakbola Indonesia PLUS menarik minat media global beli hak siar. (Sekarang Sept 2024: media besar sport global sudah beli hak siar untuk semua event Timnas Indonesia tampil di event FIFA).,MbulGendhut,1835580940183109905,Budi_2232,Fungsi pemain naturalisasi Segera jadi juara Asia sehingga menaikkan ambisi amp skill pesepakbola Indonesia PLUS menarik minat media global beli hak siar Sekarang Sept  media besar sport global sudah beli hak siar untuk semua event Timnas Indonesia tampil di event FIFA,3,
16-09-2024,@pinterpolitik akun bangsat ini... mau gembosi TIMNAS.... tampong cocote... orang jauh2 mau bela indonesia mengorbankan mempertaruhkan kariernya buat main di indonesia malah nyinyir.... dikira proses naturalisasi kaya beli cabe...,pinterpolitik,1835580121673285948,mamehebat258,akun bangsat ini mau gembosi TIMNAS tampong cocote orang jauh mau bela indonesia mengorbankan mempertaruhkan kariernya buat main di indonesia malah nyinyir dikira proses naturalisasi kaya beli cabe,1,
16-09-2024,Orang yang sangat saya kagumi Rocky Gerung telah berbuat Blunder dengan statement nya yang menyinggung Naturalisasi Timnas Indonesia Seharusnya Dia fokus saja dengan tujuan yang mencerdaskan PIKIRAN bangsa tapi tidak untuk romantisme sepakbola !! #rockygerung #filsuf,,1835579096014688652,alfian_kinjawi,Orang yang sangat saya kagumi Rocky Gerung telah berbuat Blunder dengan statement nya yang menyinggung Naturalisasi Timnas Indonesia Seharusnya Dia fokus saja dengan tujuan yang mencerdaskan PIKIRAN bangsa tapi tidak untuk romantisme sepakbola  rockygerung filsuf,2,
16-09-2024,@FahmiAgustian Pahit emang kalau secara jujur tapi bagaimanapun dengan adanya naturalisasi harus menjadi pemicu untuk pemain lokal muda lainnya untuk bisa mengejar ketertinggalan sepakbola Indonesia. Dan dengan adanya naturalisasi juga bisa menjadi gerbang awal Timnas indo dikenal orang banyak,FahmiAgustian,1835574874003431666,FaizImam6,Pahit emang kalau secara jujur tapi bagaimanapun dengan adanya naturalisasi harus menjadi pemicu untuk pemain lokal muda lainnya untuk bisa mengejar ketertinggalan sepakbola Indonesia Dan dengan adanya naturalisasi juga bisa menjadi gerbang awal Timnas indo dikenal orang banyak,3,
16-09-2024,@MbulGendhut @direktoridosen Apakah Anda sudah tahu bahwa Timnas sepakbola Indonesia di semua kelompok umur sekarang ini telah mengejutkan dunia sebab telah mulai sering mengalahkan Timnas negara² Eropa? (Sepakbola putri Indonesia dimajukan mulai tahun depan: 2025 juga pakai beberapa pemain naturalisasi).,MbulGendhut,1835572939145814484,Budi_2232,Apakah Anda sudah tahu bahwa Timnas sepakbola Indonesia di semua kelompok umur sekarang ini telah mengejutkan dunia sebab telah mulai sering mengalahkan Timnas negara Eropa Sepakbola putri Indonesia dimajukan mulai tahun depan  juga pakai beberapa pemain naturalisasi,3,
16-09-2024,Keberadaan para pemain naturalisasi di Timnas Indonesia itu ga masalah. Semoga kesuksesan Timnas Indonesia di laga internasional mendorong munculnya bibit2 pemain baru lokal. PSSI juga perlu keluar duit untuk pembibitan itu. Jangan hanya keluar duit untuk beli pemain luar,,1835571829886390741,arwidodo,Keberadaan para pemain naturalisasi di Timnas Indonesia itu ga masalah Semoga kesuksesan Timnas Indonesia di laga internasional mendorong munculnya bibit pemain baru lokal PSSI juga perlu keluar duit untuk pembibitan itu Jangan hanya keluar duit untuk beli pemain luar,3,
16-09-2024,Rano Karno Harap Pemain Naturalisasi di Timnas Indonesia Bisa Transfer Ilmu via @kedaipenacom https://t.co/6iyEv867QK,,1835563191222333728,KedaiPenaCom,Rano Karno Harap Pemain Naturalisasi di Timnas Indonesia Bisa Transfer Ilmu via,2,
16-09-2024,@anandadwi791 @deynarazy @PartaiSocmed @CoachJustinL Iya tapi at the end sama2 pemain keturunan kan. Lagian kalo pemain keturunan Indonesia lahir di sini atau dari kecil pindah ke sini saya yakin narasi bule2 itu bakal tetep digoreng,anandadwi791,1835812513897951460,Bestie_Baloteli,Iya tapi at the end sama pemain keturunan kan Lagian kalo pemain keturunan Indonesia lahir di sini atau dari kecil pindah ke sini saya yakin narasi bule itu bakal tetep digoreng,2,
16-09-2024,@hypergengsi @_BangFu Pemain diaspora habis? otaknya dimana pemikirannya kek gitu malah justru bisa makin banyak dan gak salah juga kalau mreka membela Indonesia yang penting punya garis keturunan di negara Eropa pemainnya bahkan tidak memiliki darah nenek moyang di negara yang mreka bela,hypergengsi,1835785783342714886,artix_id,Pemain diaspora habis otaknya dimana pemikirannya kek gitu malah justru bisa makin banyak dan gak salah juga kalau mreka membela Indonesia yang penting punya garis keturunan di negara Eropa pemainnya bahkan tidak memiliki darah nenek moyang di negara yang mreka bela,2,
16-09-2024,Ketika para pemain keturunan dijadikan WNI terus dicap naturalisasi secara serta merta? Sementara sdh lama sejak era Gonzales Irfan Bachdim Beto Goncalves sampe Greg Nwokolo yg bahkan gada garis keturunan org Indonesia lalu dijadikan WNI gada yg koar kyk skrg?,aa_zulfikar,1835742161322836145,aa_zulfikar,Ketika para pemain keturunan dijadikan WNI terus dicap naturalisasi secara serta merta Sementara sdh lama sejak era Gonzales Irfan Bachdim Beto Goncalves sampe Greg Nwokolo yg bahkan gada garis keturunan org Indonesia lalu dijadikan WNI gada yg koar kyk skrg,2,
16-09-2024,@inong911 @MoningkaDoods @muannas_alaidid saya lebih malu kalau pakai pemain lokal dibantai Malaysia thailand Vietnam terus dibully di sosmed dan negara Indonesia direndahkan justru era pemain keturunan sekarang Indonesia disegani buktinya netizen Malaysia mohon mohon sama Federasi nya meniru Indonesia,inong911,1835730238137110858,cryptohunt12527,saya lebih malu kalau pakai pemain lokal dibantai Malaysia thailand Vietnam terus dibully di sosmed dan negara Indonesia direndahkan justru era pemain keturunan sekarang Indonesia disegani buktinya netizen Malaysia mohon mohon sama Federasi nya meniru Indonesia,2,
16-09-2024,@condi_waris @speakbola_id @idextratime Sya jg tau mas klo smua KTP indo tp kulit wajah dan postur tk bisa di bohongin. Sya jg hapy ada pemain keturunan yg mau main di timnas indonesia tp saya lbh seneng lgi klo dr starting ada kulit coklat hidung pesek postur agak pendek,condi_waris,1835720714344968399,Putrizuliana4,Sya jg tau mas klo smua KTP indo tp kulit wajah dan postur tk bisa di bohongin Sya jg hapy ada pemain keturunan yg mau main di timnas indonesia tp saya lbh seneng lgi klo dr starting ada kulit coklat hidung pesek postur agak pendek,1,
16-09-2024,@FahmiAgustian @LibertyBeriie masih di dominasi pemain asli indonesia kok bang klo starter emg didominasi pemain keturunan tapi mereka juga hafal lagu kebangsaan dan menyanyikan lagu kebangsaan indonesia hanya ada beberapa pemain yg emg masih sedikit terbata2 ketika menyanyikan indonesia raya,FahmiAgustian,1835707707325825107,perjakatulen__,masih di dominasi pemain asli indonesia kok bang klo starter emg didominasi pemain keturunan tapi mereka juga hafal lagu kebangsaan dan menyanyikan lagu kebangsaan indonesia hanya ada beberapa pemain yg emg masih sedikit terbata ketika menyanyikan indonesia raya,3,
16-09-2024,@terbangzigzag @_BangFu Pemain keturunan di luar negeri itu ga bakal abis pasti bakal bela Indonesia ya kali dilarang,terbangzigzag,1835697420728172825,HamzaJalicak445,Pemain keturunan di luar negeri itu ga bakal abis pasti bakal bela Indonesia ya kali dilarang,3,
16-09-2024,@ibnu_salam_ @HenryprastMjr @Generasiosing @panditfootball Ga tapi ttñ banyak &amp; mungkin. Toh timnas cuma butuh 20 orang keturunan gampang ini apalagi cari dr seluruh dunia. 5 lainya mah kasih ke pemain pribumi lokal yg dijadikan Camat pas turnamen gakpapa. Pemain Inti+cadangan yg akan main harus naturalisasi dari keturunan Indonesia.,ibnu_salam_,1835691448471085157,Fajar_EpEp,Ga tapi tt banyak amp mungkin Toh timnas cuma butuh  orang keturunan gampang ini apalagi cari dr seluruh dunia  lainya mah kasih ke pemain pribumi lokal yg dijadikan Camat pas turnamen gakpapa Pemain Inticadangan yg akan main harus naturalisasi dari keturunan Indonesia,2,
16-09-2024,Rafael Struick resmi bergabung dengan Brisbane Roar! Pemain muda keturunan Indonesia siap tunjukkan taji di Australia akankah ia bersinar di kancah internasional? #rafaelstruick #TimnasIndonesia #timnas #football #soccer https://t.co/m1mPuYYF17,,1835681323132039233,rickyhendrag,Rafael Struick resmi bergabung dengan Brisbane Roar Pemain muda keturunan Indonesia siap tunjukkan taji di Australia akankah ia bersinar di kancah internasional rafaelstruick TimnasIndonesia timnas football soccer,2,
16-09-2024,@TenhagLogic @panditfootball pahami dulu bang ini roadmap buat sepak bola Indonesia kedepannya roadmap itu buat pegangan kita semua di masa depan dengan syarat dan hasil tertentu gue setuju kok Timnas diperkuat pemain keturunan tapi jangan lupa pembinaan kita di Indonesia,TenhagLogic,1835671341003120808,ibnu_salam_,pahami dulu bang ini roadmap buat sepak bola Indonesia kedepannya roadmap itu buat pegangan kita semua di masa depan dengan syarat dan hasil tertentu gue setuju kok Timnas diperkuat pemain keturunan tapi jangan lupa pembinaan kita di Indonesia,3,
16-09-2024,@UpdateBolabola Kalo @AFFPresse masih diluar kalender @FIFAcom mending Timnas Indonesia @PSSI tidak sudah ikut saja. Level kita sudah @afcasiancup sekarang berkat sebagian besar pemain naturalisasi keturunan,UpdateBolabola,1835661314213269568,HahaMadridistas,Kalo  masih diluar kalender  mending Timnas Indonesia  tidak sudah ikut saja Level kita sudah  sekarang berkat sebagian besar pemain naturalisasi keturunan,1,
16-09-2024,@PartaiSocmed @CoachJustinL Emng susah orang indo klu diajak maju harusnya kita berterimakasih kpd pemain keturunan yg mau membela indonesia,PartaiSocmed,1835606935535837509,AfixLaziale,Emng susah orang indo klu diajak maju harusnya kita berterimakasih kpd pemain keturunan yg mau membela indonesia,1,
16-09-2024,@FahmiAgustian Paling bener sepak bola wakanda bubarin aja malash gini di ributin trus lagipula semua pemain ada keturunan indonesia nya. Baru 1 atau 2 tahun regenerasi pembinaan juga jalan tapi minta hasilnya skrng.,FahmiAgustian,1835603413448659003,Awanlangit28,Paling bener sepak bola wakanda bubarin aja malash gini di ributin trus lagipula semua pemain ada keturunan indonesia nya Baru  atau  tahun regenerasi pembinaan juga jalan tapi minta hasilnya skrng,1,
16-09-2024,@maada15 @realmadridindo1 Pemain keturunan juga WNI yang punya darah indonesia dari ayah/ibu/kakek/nenek.,mkpasaribu,1835601516125991063,mkpasaribu,Pemain keturunan juga WNI yang punya darah indonesia dari ayahibukakeknenek,3,
16-09-2024,@_BangFu Apa si yg di permasalahin sekarang? Kadang heran aja mereka itu pemain keturunan mereka punya hak membela Indonesia bukanya malah kita yg salah klo melarang mereka membela tanah airnya.,_BangFu,1835599444865102324,MFaizinn,Apa si yg di permasalahin sekarang Kadang heran aja mereka itu pemain keturunan mereka punya hak membela Indonesia bukanya malah kita yg salah klo melarang mereka membela tanah airnya,3,
16-09-2024,@HenryprastMjr @Generasiosing @panditfootball Millenial yg merantau dan nikah sama orang Belanda juga akan menghasilkan keturunan. Itu yg nanti akan menjadi bibit pemain timnas. Intinya pemain timnas Indonesia dari Belanda ga akan Habis.,HenryprastMjr,1835588245574295630,Fajar_EpEp,Millenial yg merantau dan nikah sama orang Belanda juga akan menghasilkan keturunan Itu yg nanti akan menjadi bibit pemain timnas Intinya pemain timnas Indonesia dari Belanda ga akan Habis,2,
16-09-2024,@speakbola_id @UpdateBolabola Kalau di Youtube netizen Tahi sering hina Indonesia jelekin soal pemain keturunan Belanda cabang Asia sampai suporter Jepang juga sama. Kayaknya banyak tim - tim Asia mulai kwatir liat perkembangan Timnas Indonesia.,speakbola_id,1835586825160630590,AhdiatMzm,Kalau di Youtube netizen Tahi sering hina Indonesia jelekin soal pemain keturunan Belanda cabang Asia sampai suporter Jepang juga sama Kayaknya banyak tim  tim Asia mulai kwatir liat perkembangan Timnas Indonesia,2,
16-09-2024,@FT_IDN Lent di Belanda ada gak kira2 pemain keturunan kita yang namanya Rizki Asep Bambang Ujang Samsul Mamat Wawan Karyo Yanto Basori dsb gitu? Soalnya gw pernah nemu oknum yang anti pemain keturunan cuma karena nama mereka gak kayak nama2 orang Indonesia pada umumnya,FT_IDN,1835578461521621186,muammarfadhilah,Lent di Belanda ada gak kira pemain keturunan kita yang namanya Rizki Asep Bambang Ujang Samsul Mamat Wawan Karyo Yanto Basori dsb gitu Soalnya gw pernah nemu oknum yang anti pemain keturunan cuma karena nama mereka gak kayak nama orang Indonesia pada umumnya,2,
16-09-2024,Kehadiran pemain-pemain diaspora yang memang punya garis keturunan Indonesia terbukti sudah menaikkan level Tim Garuda. #Headline https://t.co/D08OzXUlBy,,1835571057123807374,kompasiana,Kehadiran pemainpemain diaspora yang memang punya garis keturunan Indonesia terbukti sudah menaikkan level Tim Garuda Headline,2,
16-09-2024,@idextratime @OnefootballM melihat maraknya tetangga ingin meniru program pemanggilan pemain keturunan seperti Indonesia apakah masih tetap salah dimata tuan tuan?,idextratime,1835570033369764311,Bayu53956346,melihat maraknya tetangga ingin meniru program pemanggilan pemain keturunan seperti Indonesia apakah masih tetap salah dimata tuan tuan,2,
16-09-2024,@kopilatte17 @persibdgjuara @Marscyx @UpdateBolabola Yeh tandanya indonesia lebih tertinggal lagi udh pake pelatih yang cv nya diatas phs aja pelatihnya butuh pemain keturunan. Sedangkan viet pas dipegang phs phs cukup dengan pemain yang ada bisa sampe ronde 3,kopilatte17,1835561265588228434,zhifajib,Yeh tandanya indonesia lebih tertinggal lagi udh pake pelatih yang cv nya diatas phs aja pelatihnya butuh pemain keturunan Sedangkan viet pas dipegang phs phs cukup dengan pemain yang ada bisa sampe ronde,1,
16-09-2024,@Marscyx @0xprtma @UpdateBolabola Masa dengan pembinaan dan liga yang lebih bagus dari Indonesia ditambah pemain keturunan juga Thailand cuma imbang lawan indo di AFF harusnya kalo begitu Thailand bisa menang mudah lawan indo,Marscyx,1835557017165132273,fierejandrome,Masa dengan pembinaan dan liga yang lebih bagus dari Indonesia ditambah pemain keturunan juga Thailand cuma imbang lawan indo di AFF harusnya kalo begitu Thailand bisa menang mudah lawan indo,1,
16-09-2024,@kegblgnunfaedh Hhhh....tak ketawa aja lah...........kan bener ya bukan lagi liat pribumi main melainkan keturunan yang main hhhhhh...apa lagi keturunan yang jaman dulu di indonesia sebagai apa...???????...hhhh. bangga ya kalain semua dengan pemain tiemnas sekarang ?...,kegblgnunfaedh,1835555562416947265,Cepek190319,Hhhhtak ketawa aja lahkan bener ya bukan lagi liat pribumi main melainkan keturunan yang main hhhhhhapa lagi keturunan yang jaman dulu di indonesia sebagai apahhhh bangga ya kalain semua dengan pemain tiemnas sekarang,2,
